obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
58, 100.6, 8308, 4499, 138154, 1302, 17918, 26366, 18507, 22606, 61, 64, NA, 237660,  T
59, 102.6, 156351, 86897, 14353, 3586, 7591, 5337, 5267, 1256, 51, 56, NA, 280638,  T
60, 103.6, 33325, 95968, 94484, 4358, 5538, 26250, 12250, 4787, 48, 77, NA, 276960,  T
61, 105.6, 80933, 18408, 2901, 2289, 2238, 6377, 21320, 2805, 51, 54, NA, 137271,  T
62, 106.6, 69073, 5261, 5545, 2446, 2405, 1449, 2199, 337, 64, 47, NA, 88715,  T
63, 108.6, 973463, 194786, 18195, 22593, 17498, 53244, 27884, 7252, 67, 34, NA, 1314915,  T
64, 109.6, 109621, 36487, 5982, 2662, 6757, 5929, 5383, 1980, 66, 43, NA, 174801,  T
65, 111.6, 1248720, 91262, 25712, 9444, 14675, 44627, 14498, 10641, 74, 34, NA, 1459579,  T
66, 112.6, 30068, 11766, 6745, 7302, 18977, 20996, 15953, 14565, 83, 34, NA, 126372,  T
67, 114.6, 13785, 7767, 1626, 8333, 13542, 49092, 18708, 8436, 100, 30, NA, 121289,  T
68, 117.5, 83358, 10696, 1793, 4200, 1871, 8025, 2711, 2606, 100, 30, NA, 115260,  T
69, 119.5, 28213, 31294, 16048, 10072, 14131, 49808, 29659, 10189, 100, 34, NA, 189414,  T
70, 120.5, 144889, 24566, 1029, 1189, 1158, 9771, 4144, 1987, 91, 34, NA, 188733,  T
71, 122.5, 12658, 9069, 88446, 14533, 30803, 29457, 12675, 4217, 80, 41, NA, 201858,  T
72, 123.5, 147217, 29873, 10917, 1063, 5987, 9603, 6952, 2056, 74, 50, NA, 213668,  T
73, 125.5, 7171, 16762, 15648, 18709, 16602, 40769, 7358, 6644, 78, 64, NA, 129663,  T
74, 126.5, 948785, 72878, 21901, 3671, 12154, 65725, 11603, 9474, 94, 41, NA, 1146191,  T
75, 128.5, 12376, 12007, 49592, 7295, 6774, 49069, 21730, 4514, 100, 50, NA, 163357,  T
76, 128.5, 898772, 45415, 8996, 9495, 3885, 5007, 8796, 708, 75, 47, NA, 981074,  T
