obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
68, 117.6, 142704, 33275, 2261, 3838, 2706, 705, 775, 1504, 67, 63, NA, 187768,  2
69, 119.5, 76492, 54012, 2261, 5684, 4438, 2130, 4370, 614, 30, 63, NA, 150001,  2
70, 120.5, 23644, 22654, 1222, 26861, 4414, 5962, 6223, 3244, 30, 56, NA, 94224,  2
71, 122.5, 177370, 22187, 780, 951, 545, 790, 230, 246, 8, 35, NA, 203099,  2
72, 123.5, 81586, 39194, 9174, 917, 7798, 2466, 562, 518, 44, 50, NA, 142215,  2
73, 125.5, 27633, 17100, 18085, 6633, 4295, 11809, 10381, 1012, 53, 48, NA, 96948,  2
74, 126.5, 9725, 11379, 4977, 7251, 5293, 4783, 4685, 1059, 43, 56, NA, 49152,  2
75, 128.5, 42753, 32123, 9240, 1562, 1045, 1326, 640, 433, 40, 61, NA, 89122,  2
76, 129.5, 28879, 4569, 886, 15797, 4930, 3808, 2842, 3127, 54, 81, NA, 64838,  2
77, 131.5, 24611, 5084, 11787, 2759, 8292, 6332, 3340, 3183, 57, 84, NA, 65388,  2
78, 132.5, 177597, 89808, 9970, 17649, 4125, 1921, 969, 455, 48, 83, NA, 302494,  2
79, 134.5, 1431748, 308713, 25895, 15507, 16659, 9417, 12495, 7254, 29, 57, NA, 1827688,  2
80, 137.5, 225164, 43041, 9176, 7293, 1126, 1334, 536, 651, 1, 48, NA, 288321,  2
81, 137.5, 762307, 202374, 10671, 31830, 9742, 12265, 14179, 11256, 17, 54, NA, 1054624,  2
