obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
20, 37.8, 24408, 54482, 26597, 9779, 19113, 26054, 22066, 9962, 90, 57, NA, 192461,  N*
21, 39.8, 556428, 204733, 14932, 15213, 9198, 32926, 44901, 6683, 91, 38, NA, 885014,  N*
22, 40.9, 115800, 6572, 3798, 763, 1736, 1448, 903, 682, 83, 41, NA, 131702,  N*
23, 42.8, 71191, 6933, 1563, 6191, 2847, 7018, 6270, 1228, 100, 48, NA, 103241,  N*
24, 43.8, 79324, 8062, 4290, 1677, 3841, 5502, 6975, 762, 100, 50, NA, 110433,  N*
25, 45.8, 29235, 5783, 15502, 27312, 5862, 19303, 16930, 11151, 100, 61, NA, 131078,  N*
26, 46.8, 8012, 6529, 9734, 21041, 4846, 28705, 9014, 10072, 100, 75, NA, 97953,  N*
27, 48.8, 638611, 139331, 108004, 29973, 33532, 58946, 13332, 10999, 100, 81, NA, 1032728,  N*
28, 51.8, 2086331, 617515, 120343, 103218, 82603, 36719, 32793, 12186, 84, 61, NA, 3091708,  N*
29, 52.8, 564592, 43055, 10734, 2422, 13069, 18068, 9593, 6457, 77, 44, NA, 667990,  N*
30, 54.8, 12865, 22814, 2323, 4958, 15275, 15217, 22764, 8683, 84, 29, NA, 104899,  N*
31, 57.8, 20259, 45463, 19842, 12364, 38148, 15978, 13882, 7777, 87, 27, NA, 173713,  N*
32, 59.7, 77144, 44155, 9111, 6566, 13207, 20933, 28444, 5437, 77, 48, NA, 204997,  N*
33, 60.7, 35580, 15562, 3844, 8504, 27997, 28185, 46994, 16972, 100, 26, NA, 183638,  N
34, 62.8, 737192, 80265, 75749, 31788, 18249, 54545, 55019, 13602, 100, 35, NA, 1066409,  N
35, 63.8, 26449, 52270, 36344, 29991, 3704, 4473, 3947, 6525, 81, 57, NA, 163703,  N
36, 65.7, 298482, 6732, 13821, 2647, 2708, 3993, 10586, 1319, 66, 78, NA, 340288,  N
37, 66.7, 84569, 20774, 11397, 26621, 11621, 6405, 5036, 1150, 63, 87, NA, 167573,  N
38, 68.7, 1737735, 106385, 12461, 6337, 8511, 6265, 15239, 2077, 64, 66, NA, 1895010,  N
39, 69.7, 1279238, 32391, 13938, 13327, 3714, 7715, 4090, 3463, 47, 70, NA, 1357876,  N
40, 71.7, 356605, 18969, 1221, 20577, 5207, 16560, 7964, 6141, 60, 66, NA, 433244,  N
41, 72.7, 15460, 6358, 2813, 2208, 2678, 5328, 4509, 2597, 75, 56, NA, 41951,  N
42, 74.7, 81952, 17369, 35145, 18287, 4765, 16244, 9331, 3591, 80, 64, NA, 186684,  N
43, 77.7, 8534, 2884, 16672, 11505, 12987, 27258, 16823, 19519, 100, 70, NA, 116182,  N
44, 79.7, 34761, 41466, 12390, 6915, 16146, 8097, 8090, 4679, 90, 56, NA, 132544,  N
45, 80.7, 220138, 42947, 1168, 5385, 7015, 15028, 9117, 2355, 67, 51, NA, 303153,  N
46, 82.7, 1971000, 184327, 22647, 40235, 12281, 8583, 14230, 9144, 56, 48, NA, 2262447,  N
47, 83.7, 1002933, 140709, 6653, 18126, 50141, 22044, 28371, 4906, 66, 14, NA, 1273883,  N
48, 85.7, 21259, 9928, 5358, 2049, 10429, 24992, 30483, 8464, 77, 20, NA, 112962,  N
49, 86.7, 149920, 27489, 2660, 8339, 4306, 4113, 6510, 1815, 80, 35, NA, 205152,  N
50, 88.6, 26173, 6865, 3764, 14386, 10013, 37237, 18274, 10139, 97, 44, NA, 126851,  N
51, 89.6, 387360, 163352, 38408, 16844, 9785, 16472, 11372, 5915, 81, 54, NA, 649508,  N
52, 91.6, 156544, 50572, 4057, 9124, 9715, 15669, 8385, 1770, 88, 48, NA, 255836,  N
53, 92.7, 366661, 87732, 6974, 8583, 13159, 14362, 14894, 12160, 48, 27, NA, 524525,  N
54, 94.6, 271761, 27804, 16356, 6936, 3659, 3303, 13493, 4939, 47, 35, NA, 348251,  N
55, 97.6, 23950, 14417, 3377, 14641, 11831, 20333, 9621, 29947, 64, 48, NA, 128117,  N
56, 99.6, 249624, 51223, 33690, 31111, 14377, 20739, 23828, 11709, 91, 67, NA, 436301,  N
57, 100.6, 1339878, 388776, 16821, 36074, 54715, 44668, 28480, 5640, 77, 53, NA, 1915052,  N
58, 100.6, 823161, 180678, 12864, 11084, 20739, 7668, 8964, 2140, 53, 37, NA, 1067298,  N
