obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
53, 92.6, 161974, 127275, 26506, 17372, 12129, 22758, 18595, 12544, 66, 23, NA, 399153,  M
54, 94.6, 521031, 108737, 15283, 22083, 40599, 10047, 14142, 8058, 43, 21, NA, 739980,  M
55, 97.6, 498494, 41406, 19641, 6428, 4535, 13885, 12702, 12200, 81, 40, NA, 609291,  M
56, 99.6, 727050, 224078, 16194, 38111, 5285, 18110, 10250, 12096, 75, 43, NA, 1051174,  M
57, 100.6, 131468, 86458, 17114, 19236, 15580, 26674, 39907, 9098, 43, 37, NA, 345535,  M
58, 102.6, 152497, 57794, 10538, 9767, 7770, 8509, 1676, 3009, 41, 35, NA, 251560,  M
59, 103.6, 240306, 66138, 2799, 37810, 12705, 16717, 9348, 9248, 48, 40, NA, 395071,  M
60, 105.6, 45907, 19640, 9869, 18562, 9206, 9388, 8575, 4375, 48, 50, NA, 125522,  M
61, 106.6, 87236, 29947, 29215, 10090, 11865, 13982, 4657, 12390, 51, 75, NA, 199382,  M
62, 108.6, 59563, 52795, 8621, 6662, 5317, 5741, 10383, 6966, 43, 67, NA, 156048,  M
63, 109.6, 62156, 18193, 7505, 17366, 16720, 5457, 4132, 1853, 48, 61, NA, 133382,  M
64, 111.6, 1229142, 43009, 4168, 32084, 21327, 18633, 2741, 1083, 51, 56, NA, 1352187,  M
65, 112.6, 822589, 308848, 18125, 25986, 54302, 25046, 37468, 13981, 41, 48, NA, 1306345,  M
66, 112.6, 1341050, 78699, 13626, 18408, 20694, 23395, 16668, 29003, 48, 38, NA, 1541543,  M
