obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
17, 31.9, 8153, 1969, 3031, 2111, 2423, 8330, 7022, 5540, 64, 88, NA, 38579,  T*
18, 32.9, 4441, 7498, 6347, 2439, 3196, 5012, 3878, 1973, 66, 96, NA, 34784,  T*
19, 34.9, 8953, 6062, 5325, 2331, 7023, 4417, 1621, 2159, 70, 91, NA, 37891,  T*
20, 37.8, 20405, 27911, 2963, 6123, 6378, 16584, 7795, 4114, 66, 80, NA, 92273,  T*
21, 39.8, 91691, 12007, 17408, 2894, 2588, 7238, 5128, 1799, 44, 61, NA, 140753,  T*
22, 40.8, 23226, 10462, 6786, 6076, 7232, 4921, 4768, 985, 35, 84, NA, 64456,  T*
23, 42.8, 133611, 17762, 1420, 1668, 1255, 985, 433, 141, 41, 87, NA, 157275,  T*
24, 43.9, 1261547, 252990, 43157, 29941, 28073, 10016, 14059, 6614, 24, 60, NA, 1646397,  T*
25, 45.8, 95219, 15066, 14268, 13148, 12096, 10238, 6942, 6896, 24, 63, NA, 173873,  T*
26, 46.8, 15926, 11028, 5561, 2737, 1015, 9510, 5395, 3463, 48, 78, NA, 54635,  T*
27, 48.8, 40713, 20668, 3926, 1090, 3131, 1620, 1725, 677, 53, 74, NA, 73550,  T*
28, 49.8, 4051, 16552, 1938, 9646, 8557, 11528, 4525, 1205, 56, 48, NA, 58002,  T*
29, 51.8, 55987, 50226, 28739, 24930, 22890, 3820, 10280, 5436, 37, 56, NA, 202308,  T*
30, 52.8, 407336, 20001, 1928, 1282, 1781, 1182, 1090, 1159, 29, 78, NA, 435759,  T*
31, 54.8, 98655, 32347, 28590, 30795, 9229, 10691, 10564, 5224, 20, 94, NA, 226095,  T*
32, 57.8, 2966200, 32801, 5092, 15886, 7244, 7224, 8201, 3953, 34, 77, NA, 3046601,  T*
33, 59.8, 85032, 5945, 6124, 16026, 10718, 11913, 9926, 5200, 50, 66, NA, 150884,  T*
34, 60.8, 11578, 5459, 11873, 8400, 5090, 7283, 2298, 1773, 60, 77, NA, 53754,  T
35, 62.8, 192591, 56161, 7817, 9088, 4436, 8219, 3887, 1879, 61, 81, NA, 284078,  T
36, 63.7, 97911, 69856, 7615, 3923, 2511, 853, 381, 493, 29, 57, NA, 183543,  T
37, 65.7, 61337, 21302, 5750, 4883, 6313, 5639, 3962, 2941, 26, 40, NA, 112127,  T
38, 66.7, 11924, 2778, 1074, 3666, 2972, 4272, 2903, 1420, 43, 60, NA, 31009,  T
39, 68.7, 9652, 12644, 4118, 7252, 5280, 4482, 4351, 3289, 64, 77, NA, 51068,  T
40, 69.7, 23633, 12627, 11753, 6189, 4434, 6697, 5728, 5530, 67, 87, NA, 76591,  T
41, 71.7, 233061, 19716, 3782, 1040, 3127, 2709, 3011, 1694, 54, 70, NA, 268140,  T
42, 72.7, 42199, 15874, 9582, 4481, 6577, 19846, 7912, 6471, 53, 60, NA, 112942,  T
43, 74.7, 155247, 109600, 37018, 15960, 10854, 17359, 3498, 2923, 48, 48, NA, 352459,  T
44, 77.7, 413412, 48016, 49430, 6506, 10504, 11304, 8261, 3298, 53, 67, NA, 550731,  T
45, 79.7, 42320, 4877, 4108, 2238, 2378, 2146, 1829, 1081, 43, 48, NA, 60977,  T
46, 80.7, 220784, 24296, 4406, 2354, 6510, 3597, 1065, 910, 50, 63, NA, 263922,  T
47, 82.7, 51476, 33349, 48479, 3218, 13386, 12955, 5954, 5869, 44, 87, NA, 174686,  T
48, 83.7, 602795, 84840, 13703, 23253, 22659, 10305, 11416, 3908, 34, 63, NA, 772879,  T
49, 85.7, 45641, 37480, 4096, 24611, 34300, 15283, 11212, 25164, 37, 70, NA, 197787,  T
50, 86.7, 19723, 18789, 3837, 7667, 5655, 15404, 7792, 6122, 50, 67, NA, 84989,  T
51, 88.7, 20165, 7950, 2306, 3870, 4714, 5377, 1963, 1063, 61, 69, NA, 47408,  T
52, 89.6, 11856, 19947, 1486, 8190, 12306, 12852, 9361, 8249, 80, 50, NA, 84247,  T
53, 91.6, 61480, 5882, 2884, 12776, 9283, 10895, 1872, 1593, 78, 61, NA, 106665,  T
54, 92.6, 128849, 16061, 17770, 9870, 13405, 5145, 2430, 966, 61, 94, NA, 194496,  T
55, 94.6, 3358, 6084, 4286, 2057, 3088, 2974, 2035, 1366, 56, 100, NA, 25248,  T
56, 97.6, 1529, 9704, 1484, 3248, 3977, 3043, 1653, 1607, 50, 94, NA, 26245,  T
57, 99.6, 223007, 26593, 7021, 5607, 3170, 3371, 874, 1153, 34, 60, NA, 270796,  T
58, 100.6, 3679, 7594, 2156, 1841, 3725, 6098, 4971, 4075, 51, 57, NA, 34139,  T
59, 102.6, 107385, 18470, 10418, 3248, 4013, 9569, 5645, 2657, 60, 63, NA, 161405,  T
60, 103.6, 14962, 9753, 7804, 5074, 4681, 5659, 5646, 1526, 67, 77, NA, 55105,  T
61, 105.6, 15762, 3978, 4370, 3210, 2076, 5021, 2696, 960, 66, 94, NA, 38073,  T
62, 106.6, 196067, 47045, 13837, 11812, 6085, 8149, 1808, 1752, 54, 94, NA, 286555,  T
63, 108.6, 10369, 6321, 6884, 3372, 7909, 6055, 4827, 2892, 56, 93, NA, 48629,  T
64, 109.6, 17928, 6239, 2879, 1638, 5662, 4305, 4027, 2287, 60, 64, NA, 44965,  T
65, 111.6, 4781, 4221, 2179, 865, 2673, 2093, 2332, 1993, 67, 60, NA, 21137,  T
66, 112.6, 146968, 50605, 10916, 6897, 11125, 6742, 3222, 2544, 53, 63, NA, 239019,  T
67, 114.6, 232726, 22625, 3578, 1627, 1579, 3257, 851, 348, 41, 57, NA, 266591,  T
68, 117.5, 5657, 29316, 10256, 12291, 11485, 12913, 9886, 4096, 43, 63, NA, 95900,  T
69, 118.5, 2292, 3138, 10724, 1644, 4506, 3295, 2287, 2311, 53, 81, NA, 30197,  T
70, 119.5, 7656, 6596, 5786, 4783, 7052, 5208, 5445, 3096, 54, 84, NA, 45622,  T
71, 120.5, 6200, 5341, 3310, 8229, 7148, 5831, 6001, 2850, 51, 91, NA, 44910,  T
72, 122.5, 329903, 8937, 3887, 6607, 12386, 5691, 2848, 2689, 63, 97, NA, 372948,  T
73, 123.5, 4290, 7948, 2631, 3618, 10990, 7647, 4909, 4542, 75, 70, NA, 46575,  T
74, 125.5, 138184, 14617, 1965, 922, 1674, 1149, 755, 558, 63, 51, NA, 159824,  T
75, 126.5, 8195, 7051, 9110, 2534, 1478, 3567, 4591, 2332, 47, 66, NA, 38858,  T
76, 128.5, 69132, 80176, 8374, 8342, 14721, 9206, 10259, 1595, 30, 61, NA, 201805,  T
77, 129.5, 161451, 76242, 20226, 4426, 7565, 1217, 1449, 477, 23, 83, NA, 273053,  T
78, 131.5, 385583, 229206, 19570, 16266, 5892, 14620, 9971, 3151, 14, 54, NA, 684259,  T
79, 131.5, 328373, 198120, 14114, 12147, 15005, 9966, 11940, 16629, 1, 10, NA, 606294,  T
